"","host_response_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","availability_365","number_of_reviews","first_review","last_review","review_scores_rating","calculated_host_listings_count","date_diff"
"18037","100%","t",1,"f","Downtown Toronto",43.66168,-79.38338,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$130.00","$300.00","$60.00",1,2,15,9,15,"2019-03-02","2019-04-17",96,1,46
"18038","90%","f",3,"f","Hillcrest Village",43.80591,-79.36828,"t","Guest suite","Private room",2,1,1,1,"Real Bed","$99.00","$135.00","$80.00",2,1,7,179,1,"2019-04-16","2019-04-16",100,3,0
"18039","100%","t",11,"t","Willowdale",43.77332,-79.41944,"t","House","Private room",3,1,1,2,"Real Bed","$46.00","$0.00","$10.00",2,2,1125,165,2,"2019-02-28","2019-04-20",100,6,51
"18040","98%","f",3,"f","Downtown Toronto",43.63798,-79.39861,"t","Condominium","Entire home/apt",6,1,2,3,"Real Bed","$199.00","$300.00","$75.00",3,1,1125,153,16,"2019-02-15","2019-04-21",88,2,65
"18041","100%","f",12,"f","Cabbagetown",43.66266,-79.37589,"f","Townhouse","Shared room",2,1,1,0,"Real Bed","$30.00","$0.00","$11.00",1,1,1125,235,18,"2019-02-17","2019-05-03",87,4,75
"18042","100%","f",64,"f","Downtown Toronto",43.64164,-79.38235,"f","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$250.00","$1,000.00","$85.00",2,1,365,341,0,"","",NA,56,NA
"18043","100%","f",64,"f","Entertainment District",43.64217,-79.38194,"f","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$250.00","$1,000.00","$75.00",2,1,365,339,0,"","",NA,56,NA
"18044","100%","f",64,"f","Downtown Toronto",43.6431,-79.39363,"f","Condominium","Entire home/apt",5,1,1,3,"Real Bed","$350.00","$1,000.00","$75.00",4,1,365,313,1,"2019-03-31","2019-03-31",80,56,0
"18045","100%","f",3,"f","Downtown Toronto",43.65783,-79.4073,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$115.00","$150.00","$40.00",4,3,1125,159,5,"2019-03-17","2019-04-20",88,2,34
"18046","N/A","f",1,"f","Downsview",43.73146,-79.46515,"f","Loft","Private room",2,1,0,1,"Real Bed","$95.00","","",1,2,12,141,0,"","",NA,1,NA
"18047","100%","f",1,"f","Greenwood-Coxwell",43.66617,-79.32465,"t","House","Entire home/apt",4,1.5,2,3,"Real Bed","$99.00","$300.00","$125.00",3,3,28,27,8,"2019-03-03","2019-05-02",98,1,60
"18048","60%","f",1,"f","Parkdale",43.63872,-79.44167,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$34.00","","",1,1,14,151,0,"","",NA,1,NA
"18049","100%","t",2,"f","Humberlea",43.72414,-79.53308,"t","House","Private room",2,1,1,1,"Real Bed","$30.00","$0.00","$15.00",1,1,10,119,4,"2019-02-14","2019-05-04",100,2,79
"18050","100%","f",3,"t","Bayview Village",43.76732,-79.38487,"t","Condominium","Private room",1,1,1,1,"Real Bed","$68.00","$200.00","$0.00",1,3,180,122,0,"","",NA,3,NA
"18051","100%","f",1,"f","Wychwood Park",43.67601,-79.4242,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$90.00","$500.00","$75.00",1,28,1125,251,0,"","",NA,1,NA
"18052","97%","f",9,"f","Mimico",43.62236,-79.48469,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$119.00","$300.00","$100.00",4,2,1125,353,0,"","",NA,8,NA
"18053","97%","f",9,"f","Mimico",43.62422,-79.48434,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$119.00","$300.00","$100.00",4,2,1125,349,1,"2019-03-04","2019-03-04",100,8,0
"18054","80%","f",3,"f","Willowdale",43.77791,-79.39422,"t","House","Private room",2,1.5,1,1,"Real Bed","$58.00","$200.00","$29.00",1,1,4,178,0,"","",NA,3,NA
"18055","100%","f",1,"f","Niagara",43.63656,-79.40401,"t","Condominium","Entire home/apt",6,1,2,3,"Real Bed","$200.00","$500.00","$80.00",2,2,1125,213,12,"2019-02-22","2019-05-02",97,1,69
"18056","100%","f",1,"t","Mimico",43.62513,-79.48808,"t","Loft","Entire home/apt",3,1.5,1,1,"Real Bed","$140.00","$1,000.00","$80.00",2,2,1125,87,4,"2019-02-26","2019-04-19",100,1,52
"18057","97%","f",9,"f","Mimico",43.62248,-79.48474,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$119.00","$300.00","$100.00",4,2,1125,361,3,"2019-02-16","2019-04-07",87,8,50
"18058","100%","f",3,"t","Roncesvalles",43.64341,-79.43168,"t","Loft","Entire home/apt",2,1,1,0,"Real Bed","$150.00","$134.00","$90.00",2,2,45,76,9,"2019-03-30","2019-05-04",98,1,35
"18059","100%","f",5,"f","Yorkville",43.67336,-79.39494,"t","Hotel","Private room",4,1,1,2,"Real Bed","$129.00","$150.00","$15.00",1,1,31,87,1,"2019-02-17","2019-02-17",60,5,0
"18060","100%","f",2,"f","Downtown Toronto",43.66103,-79.38503,"t","Condominium","Entire home/apt",2,1,1,2,"Real Bed","$133.00","$380.00","$75.00",2,2,93,118,2,"2019-03-05","2019-03-10",100,2,5
"18061","100%","t",5,"f","York University Heights",43.76758,-79.50087,"t","House","Private room",2,1,1,1,"Real Bed","$48.00","","$40.00",2,1,1125,109,5,"2019-03-01","2019-03-15",100,5,14
"18062","86%","f",4,"f","Garden District",43.65416,-79.3781,"t","Condominium","Entire home/apt",2,1,0,1,"Real Bed","$122.00","$200.00","$50.00",1,1,1125,233,4,"2019-03-30","2019-04-18",95,4,19
"18063","100%","t",1,"f","Downtown Toronto",43.6411,-79.39763,"f","Condominium","Entire home/apt",5,2,2,3,"Real Bed","$259.00","$150.00","$69.00",4,1,30,240,32,"2019-02-15","2019-05-05",97,1,79
"18064","100%","t",1,"f","Downtown Toronto",43.64039,-79.39682,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$158.00","$800.00","$80.00",2,1,1125,132,27,"2019-02-16","2019-05-05",100,1,78
"18065","N/A","f",1,"f","Yorkville",43.67031,-79.38739,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$220.00","","",1,1,14,90,0,"","",NA,1,NA
"18066","100%","t",2,"f","Rosedale",43.68583,-79.3901,"t","Apartment","Shared room",1,1,1,1,"Real Bed","$40.00","","$7.00",1,1,1,78,21,"2019-02-17","2019-04-20",98,2,62
"18067","100%","f",3,"f","Jane and Finch",43.74257,-79.50569,"t","Bungalow","Private room",1,1,1,1,"Real Bed","$30.00","","",1,1,1125,128,3,"2019-02-28","2019-03-06",100,3,6
"18068","0%","f",3,"f","Parkwoods",43.75948,-79.31941,"t","Guest suite","Entire home/apt",2,1,1,2,"Real Bed","$40.00","","",1,90,180,301,0,"","",NA,2,NA
"18069","64%","f",2,"f","The Pocket",43.67118,-79.34014,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$85.00","$500.00","$50.00",2,1,1125,339,7,"2019-02-18","2019-04-22",94,2,63
"18070","0%","f",1,"f","Greek Town",43.67891,-79.35945,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$111.00","","",1,7,14,80,0,"","",NA,1,NA
"18071","100%","f",1,"f","Newtonbrook",43.78367,-79.42922,"t","House","Entire home/apt",8,2,3,3,"Real Bed","$226.00","$500.00","$150.00",8,2,1125,124,2,"2019-04-02","2019-04-17",70,1,15
"18072","33%","f",2,"f","Davisville",43.70515,-79.38715,"t","House","Entire home/apt",6,1,3,3,"Real Bed","$99.00","","",1,90,180,233,0,"","",NA,1,NA
"18073","100%","t",5,"f","York University Heights",43.76777,-79.50087,"t","House","Private room",2,1,1,1,"Real Bed","$48.00","","$40.00",1,2,1125,92,3,"2019-03-02","2019-05-01",100,5,60
"18074","95%","f",1,"f","Willowdale",43.75528,-79.40598,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$136.00","$500.00","",1,7,1125,35,9,"2019-02-13","2019-05-03",97,1,79
"18075","100%","f",2,"f","Amesbury",43.70036,-79.49466,"t","House","Private room",2,1,1,1,"Real Bed","$36.00","$200.00","$0.00",2,1,1125,143,16,"2019-02-22","2019-05-02",96,2,69
"18076","97%","t",28,"t","Downtown Toronto",43.64974,-79.38814,"f","Condominium","Entire home/apt",5,2,2,2,"Real Bed","$125.00","$0.00","$150.00",1,3,1000,0,1,"2019-03-24","2019-03-24",60,18,0
"18077","100%","f",1,"f","Downtown Toronto",43.64215,-79.37594,"f","Condominium","Private room",1,1,1,1,"Real Bed","$90.00","$150.00","$30.00",1,5,70,359,1,"2019-02-21","2019-02-21",NA,1,0
"18078","100%","f",1,"f","Downtown Toronto",43.66753,-79.3831,"t","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed","$175.00","$250.00","$0.00",1,2,1125,23,1,"2019-05-05","2019-05-05",100,1,0
"18079","100%","f",1,"f","Kensington Market",43.65634,-79.40372,"t","Apartment","Private room",1,1,1,1,"Real Bed","$35.00","$0.00","$25.00",1,3,7,0,0,"","",NA,1,NA
"18080","100%","f",3,"f","Jane and Finch",43.74238,-79.50482,"t","Bungalow","Private room",1,1,1,1,"Real Bed","$30.00","","",1,1,1125,77,2,"2019-03-01","2019-04-18",100,3,48
"18081","100%","f",1,"f","The Junction",43.66315,-79.48021,"f","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$90.00","$150.00","$30.00",1,3,1125,160,6,"2019-03-05","2019-05-02",100,1,58
"18082","100%","f",3,"f","Kensington Market",43.65332,-79.40144,"f","House","Private room",2,1,1,1,"Real Bed","$55.00","$0.00","$15.00",1,1,28,6,2,"2019-02-26","2019-04-29",100,3,62
"18083","100%","f",1,"f","Downtown Toronto",43.64233,-79.40078,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$150.00","$200.00","$100.00",1,3,1125,315,3,"2019-04-10","2019-04-28",93,1,18
"18084","100%","t",2,"f","The Junction",43.66202,-79.46775,"t","House","Private room",1,1,1,1,"Real Bed","$40.00","$700.00","$50.00",1,7,35,3,0,"","",NA,2,NA
"18085","86%","f",4,"f","Garden District",43.65406,-79.37982,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$358.00","$200.00","$70.00",1,1,1125,64,3,"2019-03-10","2019-04-26",100,4,47
"18086","90%","t",1,"f","Eglinton East",43.74145,-79.2336,"t","Bungalow","Entire home/apt",2,1,1,1,"Real Bed","$64.00","$300.00","$10.00",2,2,14,2,16,"2019-03-07","2019-05-03",97,1,57
"18087","86%","f",4,"f","Niagara",43.63819,-79.41784,"t","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed","$83.00","$200.00","$60.00",1,2,1125,85,4,"2019-03-15","2019-04-29",100,4,45
"18088","97%","t",28,"t","Niagara",43.64378,-79.40539,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$125.00","$0.00","$150.00",1,3,1000,12,0,"","",NA,18,NA
"18089","100%","f",1,"f","Palmerston/Little Italy",43.65666,-79.41151,"t","House","Entire home/apt",3,1,1,2,"Real Bed","$110.00","$150.00","$100.00",2,2,1124,15,1,"2019-04-08","2019-04-08",100,1,0
"18090","100%","f",1,"f","Oakwood",43.69232,-79.4384,"t","Bungalow","Private room",2,1,1,1,"Real Bed","$30.00","","",1,31,1125,248,0,"","",NA,1,NA
"18091","100%","t",3,"f","Garden District",43.65714,-79.38102,"f","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$110.00","$200.00","$35.00",1,2,1125,47,12,"2019-02-18","2019-04-29",98,2,70
"18092","100%","t",6,"f","Entertainment District",43.64466,-79.3902,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$160.00","$150.00","$110.00",1,2,1125,314,6,"2019-03-02","2019-04-05",100,6,34
"18093","100%","f",1,"f","The Danforth",43.68637,-79.29287,"t","Townhouse","Entire home/apt",5,2,2,2,"Real Bed","$145.00","","",4,2,180,321,3,"2019-03-10","2019-05-01",93,1,52
"18094","100%","f",2,"t","Riverdale",43.66417,-79.3331,"t","House","Entire home/apt",4,2,3,2,"Real Bed","$325.00","$500.00","$100.00",1,7,14,66,0,"","",NA,2,NA
"18095","94%","f",1,"f","Wychwood Park",43.68015,-79.41797,"t","House","Entire home/apt",6,1,2,3,"Real Bed","$118.00","$0.00","$0.00",4,1,5,73,14,"2019-02-28","2019-05-02",93,1,63
"18096","80%","f",2,"f","Trinity-Bellwoods",43.65088,-79.42265,"t","House","Private room",2,1,1,1,"Real Bed","$70.00","","",1,2,7,6,0,"","",NA,1,NA
"18097","100%","f",1,"f","L'Amoreaux",43.81487,-79.32668,"t","Apartment","Private room",1,1,1,1,"Real Bed","$39.00","$500.00","$25.00",1,2,1125,162,1,"2019-03-10","2019-03-10",80,1,0
"18098","0%","f",1,"t","Niagara",43.639,-79.41666,"t","Loft","Entire home/apt",2,1.5,1,1,"Real Bed","$150.00","$0.00","$50.00",1,2,1125,364,0,"","",NA,1,NA
"18099","100%","t",7,"f","Downtown Toronto",43.65188,-79.39328,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$99.00","$0.00","$49.00",2,1,10,34,16,"2019-02-18","2019-04-28",93,2,69
"18100","100%","f",1,"f","Niagara",43.63916,-79.41651,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$226.00","$250.00","$85.00",1,1,365,51,1,"2019-03-03","2019-03-03",100,1,0
"18101","100%","f",5,"t","Pleasant View",43.79121,-79.34133,"t","House","Private room",1,1,1,1,"Futon","$21.00","","$15.00",1,1,1125,156,0,"","",NA,5,NA
"18102","80%","f",1,"f","Parkview",43.70762,-79.31162,"f","Apartment","Private room",2,1,1,1,"Real Bed","$30.00","","",1,1,6,89,1,"2019-03-20","2019-03-20",20,1,0
"18103","91%","f",1,"t","Downtown Toronto",43.65812,-79.3746,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$110.00","$0.00","$75.00",2,1,30,0,1,"2019-04-14","2019-04-14",100,1,0
"18104","100%","f",3,"f","Morningside",43.79032,-79.21829,"f","Bungalow","Private room",1,1,1,0,"Real Bed","$35.00","$300.00","$35.00",1,2,30,89,2,"2019-02-16","2019-03-31",90,3,43
"18105","100%","t",4,"f","Downtown Toronto",43.66186,-79.37864,"t","Apartment","Private room",2,1,1,1,"Real Bed","$64.00","$200.00","$20.00",2,1,1125,0,0,"","",NA,4,NA
"18106","100%","t",5,"f","Entertainment District",43.64219,-79.38212,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$140.00","$500.00","$70.00",2,1,1125,153,24,"2019-02-27","2019-04-27",93,3,59
"18107","100%","f",16,"f","Downtown Toronto",43.65092,-79.40005,"t","House","Entire home/apt",4,1,2,2,"Real Bed","$119.00","$0.00","$50.00",3,1,1125,35,1,"2019-03-03","2019-03-03",100,5,0
"18108","0%","f",1,"f","Dovercourt Park",43.67121,-79.4222,"t","House","Entire home/apt",8,2,4,6,"Real Bed","$850.00","","",1,2,12,139,0,"","",NA,1,NA
"18109","100%","f",1,"f","Downtown Toronto",43.651,-79.37178,"f","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$140.00","$500.00","$89.00",2,2,1125,351,13,"2019-02-25","2019-05-02",94,1,66
"18110","100%","f",1,"f","Niagara",43.64133,-79.41605,"t","Loft","Entire home/apt",2,1.5,1,1,"Real Bed","$160.00","$600.00","$80.00",1,3,70,13,5,"2019-03-06","2019-04-23",84,1,48
"18111","100%","t",37,"f","Roncesvalles",43.64153,-79.43781,"t","Guest suite","Entire home/apt",5,1,2,2,"Real Bed","$295.00","$900.00","$95.00",4,1,1125,92,12,"2019-02-16","2019-04-21",100,17,64
"18112","100%","f",7,"f","Downtown Toronto",43.65966,-79.37383,"t","Boutique hotel","Private room",2,1,1,1,"Real Bed","$150.00","$200.00","",1,1,31,309,24,"2019-02-21","2019-04-27",89,7,65
"18113","100%","f",10,"f","L'Amoreaux",43.78944,-79.32265,"t","House","Private room",4,2,2,2,"Real Bed","$99.00","$0.00","$60.00",2,5,180,86,0,"","",NA,10,NA
"18114","100%","f",66,"t","York University Heights",43.76712,-79.49794,"f","House","Private room",1,1,1,1,"Real Bed","$38.00","","$20.00",1,3,1125,365,0,"","",NA,66,NA
"18115","100%","f",1,"f","Islington",43.63665,-79.5507,"t","Bungalow","Entire home/apt",6,1,3,3,"Real Bed","$125.00","$250.00","$100.00",4,3,1125,154,3,"2019-03-05","2019-03-27",100,1,22
"18116","100%","f",2,"f","Rosedale",43.67706,-79.3846,"t","House","Entire home/apt",6,4.5,4,4,"Real Bed","$600.00","$2,000.00","$600.00",1,14,60,235,0,"","",NA,2,NA
"18117","80%","f",1,"f","Fairbank",43.69182,-79.45587,"t","Bungalow","Private room",2,2,1,1,"Real Bed","$81.00","","",1,1,30,180,0,"","",NA,1,NA
"18118","N/A","f",1,"f","Clairlea",43.72444,-79.27553,"t","House","Shared room",2,1,1,2,"Real Bed","$50.00","$500.00","$10.00",1,1,1125,365,0,"","",NA,1,NA
"18119","100%","t",4,"f","Entertainment District",43.64262,-79.38227,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$99.00","$400.00","$59.00",2,1,30,67,20,"2019-03-01","2019-04-30",98,3,60
"18120","100%","f",2,"f","Downtown Toronto",43.65345,-79.374,"t","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$115.00","$500.00","$60.00",3,1,31,247,29,"2019-02-16","2019-05-01",96,2,74
"18121","98%","f",6,"f","Entertainment District",43.64772,-79.39307,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$189.00","$0.00","$75.00",1,1,120,356,15,"2019-02-23","2019-04-19",99,6,55
"18122","100%","f",5,"f","Parkdale",43.63737,-79.43252,"t","House","Private room",3,1,1,1,"Real Bed","$64.00","","",1,1,120,349,3,"2019-03-14","2019-05-01",87,4,48
"18123","100%","t",4,"f","Islington",43.63377,-79.54506,"f","Bed and breakfast","Private room",4,1,2,1,"Real Bed","$69.00","$150.00","$7.00",2,1,31,29,2,"2019-03-17","2019-04-02",90,4,16
"18124","99%","f",50,"f","Willowdale",43.78243,-79.39502,"t","House","Entire home/apt",16,6,13,17,"Real Bed","$999.00","$3,000.00","$300.00",16,1,28,339,1,"2019-03-23","2019-03-23",20,50,0
"18125","83%","f",1,"f","Swansea",43.64007,-79.47308,"t","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed","$499.00","$200.00","$140.00",3,3,1125,3,1,"2019-05-01","2019-05-01",40,1,0
"18126","100%","f",1,"f","New Toronto",43.60034,-79.50955,"f","Townhouse","Private room",2,1,1,1,"Real Bed","$39.00","$150.00","$34.00",1,1,10,79,0,"","",NA,1,NA
"18127","100%","f",1,"f","Long Branch",43.58937,-79.53642,"t","House","Private room",4,1,2,2,"Real Bed","$100.00","$0.00","$100.00",1,1,1125,365,0,"","",NA,1,NA
"18128","100%","f",2,"f","Dorset Park",43.74348,-79.27586,"f","House","Entire home/apt",2,1,1,2,"Real Bed","$38.00","","$0.00",3,2,1125,48,3,"2019-03-22","2019-04-25",100,2,34
"18129","100%","f",1,"f","Westminster/Branson",43.7829,-79.45227,"t","Bungalow","Private room",2,1,0,2,"Real Bed","$55.00","","",1,2,1125,60,0,"","",NA,1,NA
"18130","100%","f",2,"f","Pleasant View",43.78677,-79.3406,"f","House","Private room",1,1,1,1,"Real Bed","$23.00","$133.00","$0.00",1,1,60,0,3,"2019-02-24","2019-03-31",93,2,35
"18131","100%","f",3,"f","Davisville",43.71064,-79.3918,"f","Guest suite","Entire home/apt",4,1,1,2,"Real Bed","$110.00","$500.00","$50.00",2,1,1125,118,6,"2019-03-16","2019-04-07",97,3,22
"18132","100%","t",3,"f","Woodbine Corridor",43.67436,-79.31698,"t","House","Entire home/apt",6,1,3,3,"Real Bed","$350.00","$0.00","$100.00",1,1,14,6,0,"","",NA,2,NA
"18133","86%","f",4,"f","Fashion District",43.64647,-79.39925,"t","Condominium","Entire home/apt",6,2.5,3,3,"Real Bed","$248.00","$500.00","$100.00",1,2,1125,79,6,"2019-03-06","2019-04-21",90,4,46
"18134","N/A","f",1,"f","Richview",43.6857,-79.53018,"t","Bungalow","Shared room",7,3,1,5,"Real Bed","$751.00","","",1,3,28,358,0,"","",NA,1,NA
"18135","80%","f",1,"f","Parkview",43.71084,-79.29774,"f","House","Entire home/apt",1,2.5,3,3,"Real Bed","$103.00","$200.00","$75.00",1,1,1125,89,1,"2019-02-16","2019-02-16",NA,1,0
"18136","58%","f",3,"f","Pleasant View",43.77514,-79.33116,"t","House","Private room",1,1,1,NA,"Real Bed","$32.00","$0.00","$17.00",1,11,70,0,0,"","",NA,1,NA
"18137","100%","f",4,"f","Newtonbrook",43.79664,-79.41391,"t","House","Private room",1,1,1,1,"Real Bed","$60.00","","$15.00",1,1,1125,63,0,"","",NA,4,NA
"18138","100%","f",4,"f","The Annex",43.67018,-79.41384,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$59.00","$150.00","$50.00",1,5,1125,152,4,"2019-03-06","2019-04-18",95,4,43
"18139","100%","f",4,"f","The Annex",43.67071,-79.41425,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed","$79.00","$150.00","$50.00",4,5,1125,153,4,"2019-03-09","2019-04-19",85,4,41
"18140","0%","f",1,"f","Harbourfront",43.64233,-79.37749,"f","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$119.00","$0.00","",1,359,1125,173,0,"","",NA,1,NA
"18141","100%","t",3,"t","Entertainment District",43.64302,-79.3828,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$157.00","$500.00","$80.00",2,1,1125,210,19,"2019-02-18","2019-04-29",100,3,70
"18142","100%","t",8,"f","Downtown Toronto",43.66398,-79.40702,"t","Apartment","Entire home/apt",8,1.5,3,4,"Real Bed","$330.00","$200.00","$60.00",6,4,90,0,0,"","",NA,6,NA
"18143","100%","f",2,"f","Financial District",43.64942,-79.38092,"t","Apartment","Private room",1,1,1,1,"Real Bed","$110.00","","$40.00",1,1,1125,86,1,"2019-02-23","2019-02-23",100,2,0
"18144","100%","t",1,"f","The Annex",43.671,-79.39405,"t","Condominium","Entire home/apt",5,2,2,2,"Real Bed","$199.00","$500.00","$79.00",4,2,1125,165,18,"2019-02-17","2019-04-20",97,1,62
"18145","100%","t",1,"f","Garden District",43.65361,-79.37986,"t","Condominium","Entire home/apt",4,1,0,2,"Real Bed","$103.00","$0.00","$50.00",4,1,1125,76,31,"2019-02-17","2019-05-05",99,1,77
"18146","100%","f",1,"t","Davisville",43.69936,-79.38848,"t","Apartment","Private room",1,1,1,1,"Real Bed","$46.00","$0.00","$20.00",1,2,1125,265,0,"","",NA,1,NA
"18147","100%","f",2,"f","Financial District",43.64993,-79.38132,"t","Apartment","Shared room",1,1,1,1,"Real Bed","$31.00","","$40.00",1,1,1125,177,1,"2019-04-08","2019-04-08",100,2,0
"18148","100%","f",2,"f","Downtown Toronto",43.63977,-79.39786,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$350.00","$600.00","$60.00",2,1,25,350,8,"2019-02-27","2019-05-03",88,2,65
"18149","100%","f",1,"f","High Park North",43.66028,-79.46656,"t","House","Entire home/apt",5,2,3,3,"Real Bed","$145.00","$500.00","$75.00",4,2,14,0,1,"2019-03-17","2019-03-17",100,1,0
"18150","100%","t",2,"f","Downtown Toronto",43.66646,-79.37546,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$79.00","$140.00","$39.00",2,1,365,26,23,"2019-03-02","2019-05-05",99,2,64
"18151","100%","t",3,"f","Yonge Eglinton",43.70845,-79.40158,"t","Condominium","Private room",2,1,1,1,"Real Bed","$58.00","","$15.00",1,1,5,28,0,"","",NA,3,NA
"18152","100%","f",5,"f","West Hill",43.76707,-79.17841,"t","House","Private room",2,2,1,1,"Real Bed","$35.00","$300.00","$15.00",1,1,1125,42,2,"2019-03-24","2019-04-27",100,4,34
"18153","25%","f",1,"f","Cabbagetown",43.6639,-79.37496,"t","Condominium","Private room",1,1,1,1,"Real Bed","$40.00","$500.00","$7.00",1,2,14,245,1,"2019-02-28","2019-02-28",NA,1,0
"18154","100%","f",1,"f","Entertainment District",43.64337,-79.38103,"t","Apartment","Entire home/apt",8,2,2,4,"Real Bed","$111.00","$250.00","$100.00",1,1,365,113,9,"2019-02-20","2019-04-21",93,1,60
"18155","90%","f",3,"f","Rockcliffe Smythe",43.67081,-79.47557,"f","House","Private room",2,1,2,2,"Real Bed","$50.00","","",1,3,30,25,0,"","",NA,3,NA
